Name,Model,Trim,Student/College Grad for Retail or Lease,Military for Retail or Lease,First Responder for Retail or Lease,Lease Bonus Cash,Loyalty for Retail or Lease,Conquest for Retail or Lease,Mobility for Retail,Loyalty Lender Bonus Cash,Student/College Grad Lender Bonus,Conquest for Retail,Clean Fuel Rebate for Retail or Lease,Military for Lease,Customer Bonus Cash for Retail,Lender Bonus for Standard APR,Student/College Grad for Lease,First Responder for Lease,Military for Retail,First Responder for Retail,Limited Term Bonus Cash
BMW,2020 BMW 4 Series,440i 2dr Coupe (3.0L 6cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,"$1,250 Lease Bonus Cash - Expires 03/31/2021",,,,"$1,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2020 BMW 4 Series,430i xDrive 2dr Convertible AWD (2.0L 4cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,"$1,250 Lease Bonus Cash - Expires 03/31/2021",,,,"$1,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2020 BMW 4 Series Gran Coupe,430i xDrive 4dr Sedan AWD (2.0L 4cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,"$1,750 Lease Bonus Cash - Expires 03/31/2021",,,,"$1,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2020 BMW 4 Series Gran Coupe,440i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,"$1,750 Lease Bonus Cash - Expires 03/31/2021",,,,"$1,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2020 BMW 4 Series Gran Coupe,440i 4dr Sedan (3.0L 6cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,"$1,750 Lease Bonus Cash - Expires 03/31/2021",,,,"$1,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2020 BMW 4 Series Gran Coupe,430i 4dr Sedan (2.0L 4cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,"$1,750 Lease Bonus Cash - Expires 03/31/2021",,,,"$1,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2020 BMW 2 Series Gran Coupe,228i xDrive 4dr Sedan AWD (2.0L 4cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,"$1,500 Lease Bonus Cash - Expires 03/31/2021",,,,,"$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",$500 Conquest for Retail - Expires 03/31/2021,,,,,,,,,
BMW,2020 BMW 2 Series Gran Coupe,M235i xDrive 4dr Sedan AWD (2.0L 4cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,"$1,500 Lease Bonus Cash - Expires 03/31/2021",,,,,"$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",$500 Conquest for Retail - Expires 03/31/2021,,,,,,,,,
BMW,2020 BMW 2 Series,230i 2dr Convertible (2.0L 4cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,"$1,500 Lease Bonus Cash - Expires 03/31/2021",,,,$500 Loyalty Lender Bonus Cash - Expires 03/31/2021,"$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2020 BMW 2 Series,230i 2dr Coupe (2.0L 4cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,"$1,500 Lease Bonus Cash - Expires 03/31/2021",,,,$500 Loyalty Lender Bonus Cash - Expires 03/31/2021,"$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2020 BMW 2 Series,230i xDrive 2dr Convertible AWD (2.0L 4cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,"$1,500 Lease Bonus Cash - Expires 03/31/2021",,,,$500 Loyalty Lender Bonus Cash - Expires 03/31/2021,"$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2020 BMW 2 Series,M240i 2dr Convertible (3.0L 6cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,"$1,500 Lease Bonus Cash - Expires 03/31/2021",,,,$500 Loyalty Lender Bonus Cash - Expires 03/31/2021,"$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2020 BMW 2 Series,M240i 2dr Coupe (3.0L 6cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,"$1,500 Lease Bonus Cash - Expires 03/31/2021",,,,$500 Loyalty Lender Bonus Cash - Expires 03/31/2021,"$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2020 BMW 2 Series,230i xDrive 2dr Coupe AWD (2.0L 4cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,"$1,500 Lease Bonus Cash - Expires 03/31/2021",,,,$500 Loyalty Lender Bonus Cash - Expires 03/31/2021,"$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2020 BMW 2 Series,M240i xDrive 2dr Coupe AWD (3.0L 6cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,"$1,500 Lease Bonus Cash - Expires 03/31/2021",,,,$500 Loyalty Lender Bonus Cash - Expires 03/31/2021,"$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2020 BMW 2 Series,M240i xDrive 2dr Convertible AWD (3.0L 6cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,"$1,500 Lease Bonus Cash - Expires 03/31/2021",,,,$500 Loyalty Lender Bonus Cash - Expires 03/31/2021,"$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2020 BMW X7,xDrive40i 4dr SUV AWD (3.0L 6cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,,,,,"$1,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2020 BMW X7,M50i 4dr SUV AWD (4.4L 8cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,,,,,"$1,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2020 BMW X7,xDrive50i 4dr SUV AWD (4.4L 8cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,,,,,"$1,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2020 BMW ALPINA B7,xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,,,,,"$3,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022","$1,000 Conquest for Retail - Expires 03/31/2021",,,,,,,,,
BMW,2020 BMW X5,xDrive40i 4dr SUV AWD (3.0L 6cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,,,,,"$1,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",$500 Conquest for Retail - Expires 03/31/2021,,,,,,,,,
BMW,2020 BMW X5,sDrive40i 4dr SUV (3.0L 6cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,,,,,"$1,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",$500 Conquest for Retail - Expires 03/31/2021,,,,,,,,,
BMW,2020 BMW X5,M50i 4dr SUV AWD (4.4L 8cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,,,,,"$1,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",$500 Conquest for Retail - Expires 03/31/2021,,,,,,,,,
BMW,2020 BMW X5,xDrive50i 4dr SUV AWD (4.4L 8cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,,,,,"$1,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",$500 Conquest for Retail - Expires 03/31/2021,,,,,,,,,
BMW,2020 BMW X4 M,Competition 4dr SUV AWD (3.0L 6cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,"$3,000 Lease Bonus Cash - Expires 03/31/2021",,,,"$1,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",$500 Conquest for Retail - Expires 03/31/2021,,,,,,,,,
BMW,2020 BMW X4 M,4dr SUV AWD (3.0L 6cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,"$3,000 Lease Bonus Cash - Expires 03/31/2021",,,,"$1,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",$500 Conquest for Retail - Expires 03/31/2021,,,,,,,,,
Chevrolet,2021 Chevrolet Trailblazer,L 4dr SUV (1.2L 3cyl Turbo CVT),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Trailblazer,ACTIV 4dr SUV AWD (1.3L 3cyl Turbo 9A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Trailblazer,ACTIV 4dr SUV (1.3L 3cyl Turbo CVT),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Trailblazer,LT 4dr SUV (1.2L 3cyl Turbo CVT),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Trailblazer,RS 4dr SUV AWD (1.3L 3cyl Turbo 9A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Trailblazer,LS 4dr SUV AWD (1.3L 3cyl Turbo 9A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Trailblazer,LT 4dr SUV AWD (1.3L 3cyl Turbo 9A),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Trailblazer,RS 4dr SUV (1.3L 3cyl Turbo CVT),,,,,,,,,,,,,,,,,,,
Chevrolet,2021 Chevrolet Trailblazer,LS 4dr SUV (1.2L 3cyl Turbo CVT),,,,,,,,,,,,,,,,,,,
BMW,2020 BMW M8,2dr Convertible AWD (4.4L 8cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,,,,,"$3,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2020 BMW M8,Competition 2dr Coupe AWD (4.4L 8cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,,,,,"$3,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2020 BMW M8,2dr Coupe AWD (4.4L 8cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,,,,,"$3,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2020 BMW M8,Competition 2dr Convertible AWD (4.4L 8cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,,,,,"$3,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2020 BMW X1,xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,,,,,"$1,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",$500 Conquest for Retail - Expires 03/31/2021,,,,,,,,,
BMW,2020 BMW X1,sDrive28i 4dr SUV (2.0L 4cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,,,,,"$1,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",$500 Conquest for Retail - Expires 03/31/2021,,,,,,,,,
BMW,2020 BMW X3 M,Competition 4dr SUV AWD (3.0L 6cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,"$3,000 Lease Bonus Cash - Expires 03/31/2021",,,,"$1,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",$500 Conquest for Retail - Expires 03/31/2021,,,,,,,,,
BMW,2020 BMW X3 M,4dr SUV AWD (3.0L 6cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,"$3,000 Lease Bonus Cash - Expires 03/31/2021",,,,"$1,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",$500 Conquest for Retail - Expires 03/31/2021,,,,,,,,,
BMW,2020 BMW X6,xDrive40i 4dr SUV AWD (3.0L 6cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,,,,,"$1,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",$500 Conquest for Retail - Expires 03/31/2021,,,,,,,,,
BMW,2020 BMW X6,M50i 4dr SUV AWD (4.4L 8cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,,,,,"$1,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",$500 Conquest for Retail - Expires 03/31/2021,,,,,,,,,
BMW,2020 BMW X6,sDrive40i 4dr SUV (3.0L 6cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,,,,,"$1,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",$500 Conquest for Retail - Expires 03/31/2021,,,,,,,,,
BMW,2020 BMW X3,xDrive30i 4dr SUV AWD (2.0L 4cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,$500 Lease Bonus Cash - Expires 03/31/2021,,,,"$1,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",$500 Conquest for Retail - Expires 03/31/2021,,,,,,,,,
BMW,2020 BMW X3,sDrive30i 4dr SUV (2.0L 4cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,$500 Lease Bonus Cash - Expires 03/31/2021,,,,"$1,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",$500 Conquest for Retail - Expires 03/31/2021,,,,,,,,,
BMW,2020 BMW X3,M40i 4dr SUV AWD (3.0L 6cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,$500 Lease Bonus Cash - Expires 03/31/2021,,,,"$1,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",$500 Conquest for Retail - Expires 03/31/2021,,,,,,,,,
BMW,2020 BMW X3,xDrive30e 4dr SUV AWD (2.0L 4cyl Turbo gas/electric hybrid 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,$500 Lease Bonus Cash - Expires 03/31/2021,,,,"$1,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",$500 Conquest for Retail - Expires 03/31/2021,,,,,,,,,
BMW,2020 BMW 8 Series Gran Coupe,M850i xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,,,,,"$3,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2020 BMW 8 Series Gran Coupe,840i 4dr Sedan (3.0L 6cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,,,,,"$3,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2020 BMW 8 Series Gran Coupe,840i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,,,,,"$3,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2020 BMW X4,xDrive30i 4dr SUV AWD (2.0L 4cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,$500 Lease Bonus Cash - Expires 03/31/2021,,,,"$1,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",$500 Conquest for Retail - Expires 03/31/2021,,,,,,,,,
BMW,2020 BMW X4,M40i 4dr SUV AWD (3.0L 6cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,$500 Lease Bonus Cash - Expires 03/31/2021,,,,"$1,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",$500 Conquest for Retail - Expires 03/31/2021,,,,,,,,,
BMW,2020 BMW 7 Series,740i 4dr Sedan (3.0L 6cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,,,,,"$3,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022","$1,000 Conquest for Retail - Expires 03/31/2021",,,,,,,,,
BMW,2020 BMW 7 Series,750i xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,,,,,"$3,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022","$1,000 Conquest for Retail - Expires 03/31/2021",,,,,,,,,
BMW,2020 BMW 7 Series,740i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,,,,,"$3,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022","$1,000 Conquest for Retail - Expires 03/31/2021",,,,,,,,,
BMW,2020 BMW 7 Series,745e xDrive iPerformance 4dr Sedan AWD (3.0L 6cyl Turbo gas/electric hybrid 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,,,,,"$3,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022","$1,000 Conquest for Retail - Expires 03/31/2021",,,,,,,,,
BMW,2020 BMW 7 Series,M760i xDrive 4dr Sedan AWD (6.6L 12cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,,,,,"$3,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022","$1,000 Conquest for Retail - Expires 03/31/2021",,,,,,,,,
BMW,2020 BMW 3 Series,330i 4dr Sedan (2.0L 4cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,$750 Lease Bonus Cash - Expires 03/31/2021,,,,"$2,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022","$1,000 Conquest for Retail - Expires 03/31/2021",,,,,,,,,
BMW,2020 BMW 3 Series,330i xDrive 4dr Sedan AWD (2.0L 4cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,$750 Lease Bonus Cash - Expires 03/31/2021,,,,"$2,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022","$1,000 Conquest for Retail - Expires 03/31/2021",,,,,,,,,
BMW,2020 BMW 3 Series,M340i 4dr Sedan (3.0L 6cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,$750 Lease Bonus Cash - Expires 03/31/2021,,,,"$2,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022","$1,000 Conquest for Retail - Expires 03/31/2021",,,,,,,,,
BMW,2020 BMW 3 Series,M340i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,$750 Lease Bonus Cash - Expires 03/31/2021,,,,"$2,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022","$1,000 Conquest for Retail - Expires 03/31/2021",,,,,,,,,
BMW,2021 BMW X6 M,4dr SUV AWD (4.4L 8cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,,,,,"$1,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2021 BMW 8 Series,M850i xDrive 2dr Convertible AWD (4.4L 8cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,,,,,"$3,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2021 BMW 8 Series,M850i xDrive 2dr Coupe AWD (4.4L 8cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,,,,,"$3,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2021 BMW 8 Series,840i 2dr Convertible (3.0L 6cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,,,,,"$3,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2021 BMW 8 Series,840i 2dr Coupe (3.0L 6cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,,,,,"$3,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2021 BMW 8 Series,840i xDrive 2dr Convertible AWD (3.0L 6cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,,,,,"$3,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2021 BMW 8 Series,840i xDrive 2dr Coupe AWD (3.0L 6cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,,,,,"$3,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2021 BMW X5 M,4dr SUV AWD (4.4L 8cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,,,,,"$1,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2021 BMW 8 Series Gran Coupe,840i 4dr Sedan (3.0L 6cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,,,,,"$3,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2021 BMW 8 Series Gran Coupe,M850i xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,,,,,"$3,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2021 BMW 8 Series Gran Coupe,840i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,,,,,"$3,000 Loyalty Lender Bonus Cash - Expires 03/31/2021","$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2021 BMW X2,sDrive28i 4dr SUV (2.0L 4cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,$500 Lease Bonus Cash - Expires 03/31/2021,,,,$500 Loyalty Lender Bonus Cash - Expires 03/31/2021,"$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2021 BMW X2,M35i 4dr SUV AWD (2.0L 4cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,$500 Lease Bonus Cash - Expires 03/31/2021,,,,$500 Loyalty Lender Bonus Cash - Expires 03/31/2021,"$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2021 BMW X2,xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,$500 Lease Bonus Cash - Expires 03/31/2021,,,,$500 Loyalty Lender Bonus Cash - Expires 03/31/2021,"$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2021 BMW 2 Series Gran Coupe,228i 4dr Sedan (2.0L 4cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,"$1,000 Lease Bonus Cash - Expires 03/31/2021",,$500 Conquest for Retail or Lease - Expires 03/31/2021,,,"$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2021 BMW 2 Series Gran Coupe,M235i xDrive 4dr Sedan AWD (2.0L 4cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,"$1,000 Lease Bonus Cash - Expires 03/31/2021",,$500 Conquest for Retail or Lease - Expires 03/31/2021,,,"$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2021 BMW 2 Series Gran Coupe,228i xDrive 4dr Sedan AWD (2.0L 4cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,"$1,000 Lease Bonus Cash - Expires 03/31/2021",,$500 Conquest for Retail or Lease - Expires 03/31/2021,,,"$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2021 BMW X4,M40i 4dr SUV AWD (3.0L 6cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,"$1,250 Lease Bonus Cash - Expires 03/31/2021",,,,$750 Loyalty Lender Bonus Cash - Expires 03/31/2021,"$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
BMW,2021 BMW X4,xDrive30i 4dr SUV AWD (2.0L 4cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 03/31/2021,,"$1,250 Lease Bonus Cash - Expires 03/31/2021",,,,$750 Loyalty Lender Bonus Cash - Expires 03/31/2021,"$1,000 Student/College Grad Lender Bonus - Expires 01/03/2022",,,,,,,,,,
