Name,Model,Trim,Student/College Grad for Retail or Lease,Military for Retail or Lease,First Responder for Retail or Lease,Lease Bonus Cash,Loyalty for Retail or Lease,Conquest for Retail or Lease,Mobility for Retail,Loyalty Lender Bonus Cash,Student/College Grad Lender Bonus,Conquest for Retail,Clean Fuel Rebate for Retail or Lease,Military for Lease,Customer Bonus Cash for Retail,Lender Bonus for Standard APR,Student/College Grad for Lease,First Responder for Lease,Military for Retail,First Responder for Retail,Limited Term Bonus Cash
Jeep,2021 Jeep Cherokee,Altitude 4dr SUV (2.4L 4cyl 9A),,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/04/2022,$750 Lease Bonus Cash - Expires 03/31/2021,$500 Loyalty for Retail or Lease - Expires 03/31/2021,,,,,,,,"$750 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$3,500 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$500 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021",$500 Lender Bonus for Standard APR - Expires 03/31/2021,,,,,
Jeep,2021 Jeep Cherokee,High Altitude 4dr SUV (2.0L 4cyl Turbo 9A),,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/04/2022,$750 Lease Bonus Cash - Expires 03/31/2021,$500 Loyalty for Retail or Lease - Expires 03/31/2021,,,,,,,,"$750 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$3,500 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$500 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021",$500 Lender Bonus for Standard APR - Expires 03/31/2021,,,,,
Jeep,2021 Jeep Compass,Limited 4dr SUV 4WD (2.4L 4cyl 9A),,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/04/2022,"$1,000 Lease Bonus Cash - Expires 03/31/2021",$500 Loyalty for Retail or Lease - Expires 03/31/2021,,,,,,,,$750 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$500 Lender Bonus for Standard APR - Expires 03/31/2021,,,,,
Jeep,2021 Jeep Compass,Latitude 4dr SUV 4WD (2.4L 4cyl 9A),,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/04/2022,"$1,000 Lease Bonus Cash - Expires 03/31/2021",$500 Loyalty for Retail or Lease - Expires 03/31/2021,,,,,,,,$750 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$500 Lender Bonus for Standard APR - Expires 03/31/2021,,,,,
Jeep,2021 Jeep Compass,Latitude 4dr SUV (2.4L 4cyl 6A),,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/04/2022,"$1,000 Lease Bonus Cash - Expires 03/31/2021",$500 Loyalty for Retail or Lease - Expires 03/31/2021,,,,,,,,$750 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$500 Lender Bonus for Standard APR - Expires 03/31/2021,,,,,
Jeep,2021 Jeep Compass,Altitude 4dr SUV 4WD (2.4L 4cyl 9A),,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/04/2022,"$1,000 Lease Bonus Cash - Expires 03/31/2021",$500 Loyalty for Retail or Lease - Expires 03/31/2021,,,,,,,,$750 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$500 Lender Bonus for Standard APR - Expires 03/31/2021,,,,,
Jeep,2021 Jeep Compass,Altitude 4dr SUV (2.4L 4cyl 6A),,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/04/2022,"$1,000 Lease Bonus Cash - Expires 03/31/2021",$500 Loyalty for Retail or Lease - Expires 03/31/2021,,,,,,,,$750 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$500 Lender Bonus for Standard APR - Expires 03/31/2021,,,,,
Jeep,2021 Jeep Compass,Trailhawk 4dr SUV 4WD (2.4L 4cyl 9A),,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/04/2022,"$1,000 Lease Bonus Cash - Expires 03/31/2021",$500 Loyalty for Retail or Lease - Expires 03/31/2021,,,,,,,,$750 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$500 Lender Bonus for Standard APR - Expires 03/31/2021,,,,,
Jeep,2021 Jeep Compass,Sport 4dr SUV (2.4L 4cyl 6A),,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/04/2022,"$1,000 Lease Bonus Cash - Expires 03/31/2021",$500 Loyalty for Retail or Lease - Expires 03/31/2021,,,,,,,,$750 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$500 Lender Bonus for Standard APR - Expires 03/31/2021,,,,,
Jeep,2021 Jeep Compass,80th Spec Edition 4dr SUV 4WD (2.4L 4cyl 9A),,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/04/2022,"$1,000 Lease Bonus Cash - Expires 03/31/2021",$500 Loyalty for Retail or Lease - Expires 03/31/2021,,,,,,,,$750 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$500 Lender Bonus for Standard APR - Expires 03/31/2021,,,,,
Jeep,2021 Jeep Compass,Sport 4dr SUV 4WD (2.4L 4cyl 9A),,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/04/2022,"$1,000 Lease Bonus Cash - Expires 03/31/2021",$500 Loyalty for Retail or Lease - Expires 03/31/2021,,,,,,,,$750 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$500 Lender Bonus for Standard APR - Expires 03/31/2021,,,,,
Jeep,2021 Jeep Compass,80th Spec Edition 4dr SUV (2.4L 4cyl 6A),,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/04/2022,"$1,000 Lease Bonus Cash - Expires 03/31/2021",$500 Loyalty for Retail or Lease - Expires 03/31/2021,,,,,,,,$750 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$500 Lender Bonus for Standard APR - Expires 03/31/2021,,,,,
Jeep,2021 Jeep Compass,Limited 4dr SUV (2.4L 4cyl 6A),,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/04/2022,"$1,000 Lease Bonus Cash - Expires 03/31/2021",$500 Loyalty for Retail or Lease - Expires 03/31/2021,,,,,,,,$750 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$500 Lender Bonus for Standard APR - Expires 03/31/2021,,,,,
Jeep,2021 Jeep Renegade,Latitude 4dr SUV 4WD (2.4L 4cyl 9A),,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/04/2022,"$1,750 Lease Bonus Cash - Expires 03/31/2021",$500 Loyalty for Retail or Lease - Expires 03/31/2021,,,,,,,,"$750 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$3,000 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$1,000 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021",$750 Lender Bonus for Standard APR - Expires 03/31/2021,,,,,
Jeep,2021 Jeep Renegade,Limited 4dr SUV 4WD (1.3L 4cyl Turbo 9A),,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/04/2022,"$1,750 Lease Bonus Cash - Expires 03/31/2021",$500 Loyalty for Retail or Lease - Expires 03/31/2021,,,,,,,,"$750 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$3,000 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$1,000 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021",$750 Lender Bonus for Standard APR - Expires 03/31/2021,,,,,
Jeep,2021 Jeep Renegade,Sport 4dr SUV 4WD (2.4L 4cyl 9A),,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/04/2022,"$1,750 Lease Bonus Cash - Expires 03/31/2021",$500 Loyalty for Retail or Lease - Expires 03/31/2021,,,,,,,,"$750 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$3,000 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$1,000 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021",$750 Lender Bonus for Standard APR - Expires 03/31/2021,,,,,
Jeep,2021 Jeep Renegade,Trailhawk 4dr SUV 4WD (1.3L 4cyl Turbo 9A),,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/04/2022,"$1,750 Lease Bonus Cash - Expires 03/31/2021",$500 Loyalty for Retail or Lease - Expires 03/31/2021,,,,,,,,"$750 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$3,000 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$1,000 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021",$750 Lender Bonus for Standard APR - Expires 03/31/2021,,,,,
Jeep,2021 Jeep Renegade,Latitude 4dr SUV (2.4L 4cyl 9A),,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/04/2022,"$1,750 Lease Bonus Cash - Expires 03/31/2021",$500 Loyalty for Retail or Lease - Expires 03/31/2021,,,,,,,,"$750 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$3,000 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$1,000 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021",$750 Lender Bonus for Standard APR - Expires 03/31/2021,,,,,
Jeep,2021 Jeep Renegade,Sport 4dr SUV (2.4L 4cyl 9A),,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/04/2022,"$1,750 Lease Bonus Cash - Expires 03/31/2021",$500 Loyalty for Retail or Lease - Expires 03/31/2021,,,,,,,,"$750 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$3,000 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$1,000 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021",$750 Lender Bonus for Standard APR - Expires 03/31/2021,,,,,
Jeep,2021 Jeep Renegade,Islander 4dr SUV (2.4L 4cyl 9A),,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/04/2022,"$1,750 Lease Bonus Cash - Expires 03/31/2021",$500 Loyalty for Retail or Lease - Expires 03/31/2021,,,,,,,,"$750 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$3,000 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$1,000 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021",$750 Lender Bonus for Standard APR - Expires 03/31/2021,,,,,
Jeep,2021 Jeep Renegade,80th Anniversary Edition 4dr SUV 4WD (2.4L 4cyl 9A),,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/04/2022,"$1,750 Lease Bonus Cash - Expires 03/31/2021",$500 Loyalty for Retail or Lease - Expires 03/31/2021,,,,,,,,"$750 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$3,000 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$1,000 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021",$750 Lender Bonus for Standard APR - Expires 03/31/2021,,,,,
Jeep,2021 Jeep Renegade,80th Anniversary Edition 4dr SUV (2.4L 4cyl 9A),,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/04/2022,"$1,750 Lease Bonus Cash - Expires 03/31/2021",$500 Loyalty for Retail or Lease - Expires 03/31/2021,,,,,,,,"$750 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$3,000 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$1,000 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021",$750 Lender Bonus for Standard APR - Expires 03/31/2021,,,,,
Jeep,2021 Jeep Renegade,Upland 4dr SUV 4WD (2.4L 4cyl 9A),,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/04/2022,"$1,750 Lease Bonus Cash - Expires 03/31/2021",$500 Loyalty for Retail or Lease - Expires 03/31/2021,,,,,,,,"$750 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$3,000 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$1,000 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021",$750 Lender Bonus for Standard APR - Expires 03/31/2021,,,,,
Jeep,2021 Jeep Renegade,Jeepster 4dr SUV 4WD (2.4L 4cyl 9A),,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/04/2022,"$1,750 Lease Bonus Cash - Expires 03/31/2021",$500 Loyalty for Retail or Lease - Expires 03/31/2021,,,,,,,,"$750 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$3,000 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$1,000 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021",$750 Lender Bonus for Standard APR - Expires 03/31/2021,,,,,
Jeep,2021 Jeep Renegade,Jeepster 4dr SUV (2.4L 4cyl 9A),,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/04/2022,"$1,750 Lease Bonus Cash - Expires 03/31/2021",$500 Loyalty for Retail or Lease - Expires 03/31/2021,,,,,,,,"$750 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$3,000 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$1,000 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021",$750 Lender Bonus for Standard APR - Expires 03/31/2021,,,,,
Jeep,2021 Jeep Renegade,Islander 4dr SUV 4WD (2.4L 4cyl 9A),,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/04/2022,"$1,750 Lease Bonus Cash - Expires 03/31/2021",$500 Loyalty for Retail or Lease - Expires 03/31/2021,,,,,,,,"$750 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$3,000 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021,$1,000 Customer Bonus Cash for Retail and STD APR - Expires 03/31/2021",$750 Lender Bonus for Standard APR - Expires 03/31/2021,,,,,
Kia,2020 Kia Cadenza,Technology 4dr Sedan (3.3L 6cyl 8A),,,,,,,,,,,,$400 Military for Lease - Expires 03/31/2021,,,,,$400 Military for Retail - Expires 03/31/2021,,"$4,500 Limited Term Bonus Cash - Expires 03/31/2021,$3,700 Limited Term Bonus Cash - Expires 03/31/2021,$5,200 Limited Term Bonus Cash - Expires 03/31/2021"
Kia,2020 Kia Cadenza,Limited 4dr Sedan (3.3L 6cyl 8A),,,,,,,,,,,,$400 Military for Lease - Expires 03/31/2021,,,,,$400 Military for Retail - Expires 03/31/2021,,"$4,500 Limited Term Bonus Cash - Expires 03/31/2021,$3,700 Limited Term Bonus Cash - Expires 03/31/2021,$5,200 Limited Term Bonus Cash - Expires 03/31/2021"
Kia,2020 Kia Stinger,GT-Line 4dr Sedan (2.0L 4cyl Turbo 8A),,,,,,,,,,,,,,,,,,,
Kia,2020 Kia Stinger,GT2 4dr Sedan (3.3L 6cyl Turbo 8A),,,,,,,,,,,,,,,,,,,
Kia,2020 Kia Stinger,GT-Line 4dr Sedan AWD (2.0L 4cyl Turbo 8A),,,,,,,,,,,,,,,,,,,
Kia,2020 Kia Stinger,GT 4dr Sedan (3.3L 6cyl Turbo 8A),,,,,,,,,,,,,,,,,,,
Kia,2020 Kia Stinger,GT1 4dr Sedan (3.3L 6cyl Turbo 8A),,,,,,,,,,,,,,,,,,,
Kia,2020 Kia Stinger,GT2 4dr Sedan AWD (3.3L 6cyl Turbo 8A),,,,,,,,,,,,,,,,,,,
Kia,2020 Kia Stinger,GT1 4dr Sedan AWD (3.3L 6cyl Turbo 8A),,,,,,,,,,,,,,,,,,,
Kia,2020 Kia Stinger,GT 4dr Sedan AWD (3.3L 6cyl Turbo 8A),,,,,,,,,,,,,,,,,,,
Jeep,2021 Jeep Gladiator,Sport S 4dr Crew Cab 4WD SB (3.6L 6cyl 6M),,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/04/2022,"$1,500 Lease Bonus Cash - Expires 03/31/2021",,,,,,,,,"$1,500 Customer Bonus Cash for Retail or Lease - Expires 03/31/2021",,,,,,
Jeep,2021 Jeep Gladiator,Sport 4dr Crew Cab 4WD SB (3.6L 6cyl 6M),,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/04/2022,"$1,500 Lease Bonus Cash - Expires 03/31/2021",,,,,,,,,"$1,500 Customer Bonus Cash for Retail or Lease - Expires 03/31/2021",,,,,,
Jeep,2021 Jeep Gladiator,Rubicon 4dr Crew Cab 4WD SB (3.6L 6cyl 6M),,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/04/2022,"$1,500 Lease Bonus Cash - Expires 03/31/2021",,,,,,,,,"$1,500 Customer Bonus Cash for Retail or Lease - Expires 03/31/2021",,,,,,
Jeep,2021 Jeep Gladiator,Mojave 4dr Crew Cab 4WD SB (3.6L 6cyl 6M),,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/04/2022,"$1,500 Lease Bonus Cash - Expires 03/31/2021",,,,,,,,,"$1,500 Customer Bonus Cash for Retail or Lease - Expires 03/31/2021",,,,,,
Jeep,2021 Jeep Gladiator,Overland 4dr Crew Cab 4WD SB (3.6L 6cyl 6M),,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/04/2022,"$1,500 Lease Bonus Cash - Expires 03/31/2021",,,,,,,,,"$1,500 Customer Bonus Cash for Retail or Lease - Expires 03/31/2021",,,,,,
Jeep,2021 Jeep Gladiator,Willys 4dr Crew Cab 4WD SB (3.6L 6cyl 6M),,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/04/2022,"$1,500 Lease Bonus Cash - Expires 03/31/2021",,,,,,,,,"$1,500 Customer Bonus Cash for Retail or Lease - Expires 03/31/2021",,,,,,
Jeep,2021 Jeep Gladiator,80th 4dr Crew Cab 4WD SB (3.6L 6cyl 8A),,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/04/2022,"$1,500 Lease Bonus Cash - Expires 03/31/2021",,,,,,,,,"$1,500 Customer Bonus Cash for Retail or Lease - Expires 03/31/2021",,,,,,
Jeep,2021 Jeep Gladiator,High Altitude 4dr Crew Cab 4WD SB (3.6L 6cyl 8A),,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/04/2022,"$1,500 Lease Bonus Cash - Expires 03/31/2021",,,,,,,,,"$1,500 Customer Bonus Cash for Retail or Lease - Expires 03/31/2021",,,,,,
Jeep,2021 Jeep Gladiator,Willys Sport 4dr Crew Cab 4WD SB (3.6L 6cyl 6M),,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/04/2022,"$1,500 Lease Bonus Cash - Expires 03/31/2021",,,,,,,,,"$1,500 Customer Bonus Cash for Retail or Lease - Expires 03/31/2021",,,,,,
Kia,2020 Kia K900,Luxury 4dr Sedan AWD (3.3L 6cyl Turbo 8A),,$400 Military for Retail or Lease - Expires 03/31/2021,,,,,,,,,,,,,,,,,"$9,700 Limited Term Bonus Cash - Expires 03/31/2021,$7,200 Limited Term Bonus Cash - Expires 03/31/2021"
Jeep,2021 Jeep Wrangler,Unlimited Rubicon 4dr SUV 4WD (3.6L 6cyl 6M),,,,,,,,,,,,,,,,,,,
Jeep,2021 Jeep Wrangler,Unlimited Sport S 4dr SUV 4WD (3.6L 6cyl 6M),,,,,,,,,,,,,,,,,,,
Jeep,2021 Jeep Wrangler,Unlimited Sahara 4dr SUV 4WD (3.6L 6cyl 6M),,,,,,,,,,,,,,,,,,,
Jeep,2021 Jeep Wrangler,Unlimited Sport 4dr SUV 4WD (3.6L 6cyl 6M),,,,,,,,,,,,,,,,,,,
Jeep,2021 Jeep Wrangler,Unlimited Willys 4dr SUV 4WD (3.6L 6cyl 6M),,,,,,,,,,,,,,,,,,,
Jeep,2021 Jeep Wrangler,Unlimited Sahara Altitude 4dr SUV 4WD (3.6L 6cyl 6M),,,,,,,,,,,,,,,,,,,
Jeep,2021 Jeep Wrangler,Unlimited Sport Altitude 4dr SUV 4WD (3.6L 6cyl 6M),,,,,,,,,,,,,,,,,,,
Jeep,2021 Jeep Wrangler,Sport 2dr SUV 4WD (3.6L 6cyl 6M),,,,,,,,,,,,,,,,,,,
Jeep,2021 Jeep Wrangler,Sport S 2dr SUV 4WD (3.6L 6cyl 6M),,,,,,,,,,,,,,,,,,,
Jeep,2021 Jeep Wrangler,Rubicon 2dr SUV 4WD (3.6L 6cyl 6M),,,,,,,,,,,,,,,,,,,
Jeep,2021 Jeep Wrangler,Unlimited High Altitude 4dr SUV 4WD (2.0L 4cyl Turbo 8A),,,,,,,,,,,,,,,,,,,
Jeep,2021 Jeep Wrangler,Unlimited Willys Sport 4dr SUV 4WD (3.6L 6cyl 6M),,,,,,,,,,,,,,,,,,,
Jeep,2021 Jeep Wrangler,Willys 2dr SUV 4WD (3.6L 6cyl 6M),,,,,,,,,,,,,,,,,,,
Jeep,2021 Jeep Wrangler,Willys Sport 2dr SUV 4WD (3.6L 6cyl 6M),,,,,,,,,,,,,,,,,,,
Jeep,2021 Jeep Wrangler,Islander 2dr SUV 4WD (3.6L 6cyl 6M),,,,,,,,,,,,,,,,,,,
Jeep,2021 Jeep Wrangler,Unlimited 80th Edition 4dr SUV 4WD (2.0L 4cyl Turbo 8A),,,,,,,,,,,,,,,,,,,
Jeep,2021 Jeep Wrangler,Unlimited Freedom 4dr SUV 4WD (3.6L 6cyl 6M),,,,,,,,,,,,,,,,,,,
Jeep,2021 Jeep Wrangler,80th Edition 2dr SUV 4WD (2.0L 4cyl Turbo 8A),,,,,,,,,,,,,,,,,,,
Jeep,2021 Jeep Wrangler,Freedom 2dr SUV 4WD (3.6L 6cyl 6M),,,,,,,,,,,,,,,,,,,
Jeep,2021 Jeep Wrangler,Unlimited Islander 4dr SUV 4WD (3.6L 6cyl 6M),,,,,,,,,,,,,,,,,,,
Jeep,2021 Jeep Wrangler,Unlimited High Altitude 4XE 4dr SUV 4WD (2.0L 4cyl Turbo gas/electric hybrid 8A),,,,,,,,,,,,,,,,,,,
Jeep,2021 Jeep Wrangler,Unlimited Rubicon 4XE 4dr SUV 4WD (2.0L 4cyl Turbo gas/electric hybrid 8A),,,,,,,,,,,,,,,,,,,
Jeep,2021 Jeep Wrangler,Unlimited Sahara 4XE 4dr SUV 4WD (2.0L 4cyl Turbo gas/electric hybrid 8A),,,,,,,,,,,,,,,,,,,
Kia,2020 Kia Niro,LXS 4dr SUV (1.6L 4cyl gas/electric hybrid 6AM),,,,,,,,,,,,$400 Military for Lease - Expires 03/31/2021,,,,,$400 Military for Retail - Expires 03/31/2021,,"$2,900 Limited Term Bonus Cash - Expires 03/31/2021,$3,400 Limited Term Bonus Cash - Expires 03/31/2021,$3,600 Limited Term Bonus Cash - Expires 03/31/2021"
Kia,2020 Kia Niro,LX 4dr SUV (1.6L 4cyl gas/electric hybrid 6AM),,,,,,,,,,,,$400 Military for Lease - Expires 03/31/2021,,,,,$400 Military for Retail - Expires 03/31/2021,,"$2,900 Limited Term Bonus Cash - Expires 03/31/2021,$3,400 Limited Term Bonus Cash - Expires 03/31/2021,$3,600 Limited Term Bonus Cash - Expires 03/31/2021"
Kia,2020 Kia Niro,EX Premium 4dr SUV (1.6L 4cyl gas/electric hybrid 6AM),,,,,,,,,,,,$400 Military for Lease - Expires 03/31/2021,,,,,$400 Military for Retail - Expires 03/31/2021,,"$2,900 Limited Term Bonus Cash - Expires 03/31/2021,$3,400 Limited Term Bonus Cash - Expires 03/31/2021,$3,600 Limited Term Bonus Cash - Expires 03/31/2021"
Kia,2020 Kia Niro,Touring 4dr SUV (1.6L 4cyl gas/electric hybrid 6AM),,,,,,,,,,,,$400 Military for Lease - Expires 03/31/2021,,,,,$400 Military for Retail - Expires 03/31/2021,,"$2,900 Limited Term Bonus Cash - Expires 03/31/2021,$3,400 Limited Term Bonus Cash - Expires 03/31/2021,$3,600 Limited Term Bonus Cash - Expires 03/31/2021"
Kia,2020 Kia Niro,Touring SE 4dr SUV (1.6L 4cyl gas/electric hybrid 6AM),,,,,,,,,,,,$400 Military for Lease - Expires 03/31/2021,,,,,$400 Military for Retail - Expires 03/31/2021,,"$2,900 Limited Term Bonus Cash - Expires 03/31/2021,$3,400 Limited Term Bonus Cash - Expires 03/31/2021,$3,600 Limited Term Bonus Cash - Expires 03/31/2021"
Kia,2020 Kia Optima,LX 4dr Sedan (2.4L 4cyl 6A),,,,,,,,,,,,,,,,,,,
Kia,2020 Kia Optima,S 4dr Sedan (2.4L 4cyl 6A),,,,,,,,,,,,,,,,,,,
Kia,2020 Kia Optima,EX Premium 4dr Sedan (1.6L 4cyl Turbo 7AM),,,,,,,,,,,,,,,,,,,
Kia,2020 Kia Optima,SE 4dr Sedan (2.4L 4cyl 6A),,,,,,,,,,,,,,,,,,,
Kia,2020 Kia Optima,SX 4dr Sedan (2.0L 4cyl Turbo 6A),,,,,,,,,,,,,,,,,,,
Kia,2020 Kia Optima,EX 4dr Sedan (1.6L 4cyl Turbo 7AM),,,,,,,,,,,,,,,,,,,
Kia,2020 Kia Rio,S 4dr Sedan (1.6L 4cyl CVT),,,,,,,,,,,,$400 Military for Lease - Expires 03/31/2021,,,,,$400 Military for Retail - Expires 03/31/2021,,
Kia,2020 Kia Rio,LX 4dr Sedan (1.6L 4cyl CVT),,,,,,,,,,,,$400 Military for Lease - Expires 03/31/2021,,,,,$400 Military for Retail - Expires 03/31/2021,,
Kia,2020 Kia Rio,S 4dr Hatchback (1.6L 4cyl CVT),,,,,,,,,,,,$400 Military for Lease - Expires 03/31/2021,,,,,$400 Military for Retail - Expires 03/31/2021,,
Kia,2020 Kia Sorento,LX 4dr SUV (2.4L 4cyl 6A),,,,,,,,,,,,,,,,,$400 Military for Retail - Expires 03/31/2021,,
Kia,2020 Kia Sorento,LX 4dr SUV AWD (2.4L 4cyl 6A),,,,,,,,,,,,,,,,,$400 Military for Retail - Expires 03/31/2021,,
Kia,2020 Kia Sorento,EX 4dr SUV (3.3L 6cyl 8A),,,,,,,,,,,,,,,,,$400 Military for Retail - Expires 03/31/2021,,
Kia,2020 Kia Sorento,S 4dr SUV (3.3L 6cyl 8A),,,,,,,,,,,,,,,,,$400 Military for Retail - Expires 03/31/2021,,
Kia,2020 Kia Sorento,EX 4dr SUV AWD (3.3L 6cyl 8A),,,,,,,,,,,,,,,,,$400 Military for Retail - Expires 03/31/2021,,
Kia,2020 Kia Sorento,L 4dr SUV (2.4L 4cyl 6A),,,,,,,,,,,,,,,,,$400 Military for Retail - Expires 03/31/2021,,
Kia,2020 Kia Sorento,S 4dr SUV AWD (3.3L 6cyl 8A),,,,,,,,,,,,,,,,,$400 Military for Retail - Expires 03/31/2021,,
Kia,2020 Kia Sorento,SX 4dr SUV AWD (3.3L 6cyl 8A),,,,,,,,,,,,,,,,,$400 Military for Retail - Expires 03/31/2021,,
Kia,2020 Kia Sorento,SX 4dr SUV (3.3L 6cyl 8A),,,,,,,,,,,,,,,,,$400 Military for Retail - Expires 03/31/2021,,
